#Kinectic_energy [GeV],Total_st_pw [MeV/mm]
2.00E-02,1.28E-01
4.00E-02,1.62E-01
6.00E-02,1.96E-01
8.00E-02,2.30E-01
1.00E-01,2.64E-01
1.20E-01,2.98E-01
1.40E-01,3.32E-01
1.60E-01,3.67E-01
1.80E-01,4.01E-01
2.00E-01,4.36E-01
2.20E-01,4.70E-01
2.40E-01,5.04E-01
2.60E-01,5.39E-01
2.80E-01,5.74E-01
3.00E-01,6.08E-01
3.20E-01,6.43E-01
3.40E-01,6.77E-01
3.60E-01,7.12E-01
3.80E-01,7.47E-01
4.00E-01,7.81E-01
4.20E-01,8.16E-01
4.40E-01,8.51E-01
4.60E-01,8.85E-01
4.80E-01,9.20E-01
5.00E-01,9.55E-01
5.20E-01,9.89E-01
5.40E-01,1.02E+00
5.60E-01,1.06E+00
5.80E-01,1.09E+00
6.00E-01,1.13E+00
6.20E-01,1.16E+00
6.40E-01,1.20E+00
6.60E-01,1.23E+00
6.80E-01,1.27E+00
7.00E-01,1.30E+00
7.20E-01,1.34E+00
7.40E-01,1.37E+00
7.60E-01,1.41E+00
7.80E-01,1.44E+00
8.00E-01,1.48E+00
8.20E-01,1.51E+00
8.40E-01,1.55E+00
8.60E-01,1.58E+00
8.80E-01,1.61E+00
9.00E-01,1.65E+00
9.20E-01,1.68E+00
9.40E-01,1.72E+00
9.60E-01,1.75E+00
9.80E-01,1.79E+00
1.00E+00,1.82E+00
1.02E+00,1.86E+00
1.04E+00,1.89E+00
1.06E+00,1.93E+00
1.08E+00,1.97E+00
1.10E+00,2.00E+00
1.12E+00,2.04E+00
1.14E+00,2.07E+00
1.16E+00,2.11E+00
1.18E+00,2.14E+00
1.20E+00,2.18E+00
1.22E+00,2.21E+00
1.24E+00,2.25E+00
1.26E+00,2.28E+00
1.28E+00,2.32E+00
1.30E+00,2.35E+00
1.32E+00,2.39E+00
1.34E+00,2.42E+00
1.36E+00,2.46E+00
1.38E+00,2.50E+00
1.40E+00,2.53E+00
1.42E+00,2.57E+00
1.44E+00,2.60E+00
1.46E+00,2.64E+00
1.48E+00,2.67E+00
1.50E+00,2.71E+00
1.52E+00,2.74E+00
1.54E+00,2.78E+00
1.56E+00,2.81E+00
1.58E+00,2.85E+00
1.60E+00,2.88E+00
1.62E+00,2.92E+00
1.64E+00,2.96E+00
1.66E+00,2.99E+00
1.68E+00,3.03E+00
1.70E+00,3.06E+00
1.72E+00,3.10E+00
1.74E+00,3.13E+00
1.76E+00,3.17E+00
1.78E+00,3.20E+00
1.80E+00,3.24E+00
1.82E+00,3.27E+00
1.84E+00,3.31E+00
1.86E+00,3.35E+00
1.88E+00,3.38E+00
1.90E+00,3.42E+00
1.92E+00,3.45E+00
1.94E+00,3.49E+00
1.96E+00,3.52E+00
1.98E+00,3.56E+00
2.00E+00,3.59E+00
