#Kinectic_energy [GeV],Total_st_pw [MeV/mm]
2.00E-02,5.60E-02
4.00E-02,7.06E-02
6.00E-02,8.51E-02
8.00E-02,9.96E-02
1.00E-01,1.14E-01
1.20E-01,1.29E-01
1.40E-01,1.43E-01
1.60E-01,1.58E-01
1.80E-01,1.73E-01
2.00E-01,1.88E-01
2.20E-01,2.02E-01
2.40E-01,2.17E-01
2.60E-01,2.32E-01
2.80E-01,2.47E-01
3.00E-01,2.61E-01
3.20E-01,2.76E-01
3.40E-01,2.91E-01
3.60E-01,3.06E-01
3.80E-01,3.21E-01
4.00E-01,3.35E-01
4.20E-01,3.50E-01
4.40E-01,3.65E-01
4.60E-01,3.80E-01
4.80E-01,3.95E-01
5.00E-01,4.09E-01
5.20E-01,4.24E-01
5.40E-01,4.39E-01
5.60E-01,4.54E-01
5.80E-01,4.69E-01
6.00E-01,4.84E-01
6.20E-01,4.98E-01
6.40E-01,5.13E-01
6.60E-01,5.28E-01
6.80E-01,5.43E-01
7.00E-01,5.58E-01
7.20E-01,5.73E-01
7.40E-01,5.87E-01
7.60E-01,6.02E-01
7.80E-01,6.17E-01
8.00E-01,6.32E-01
8.20E-01,6.47E-01
8.40E-01,6.62E-01
8.60E-01,6.77E-01
8.80E-01,6.91E-01
9.00E-01,7.06E-01
9.20E-01,7.21E-01
9.40E-01,7.36E-01
9.60E-01,7.51E-01
9.80E-01,7.66E-01
1.00E+00,7.81E-01
1.02E+00,7.96E-01
1.04E+00,8.11E-01
1.06E+00,8.26E-01
1.08E+00,8.41E-01
1.10E+00,8.56E-01
1.12E+00,8.71E-01
1.14E+00,8.86E-01
1.16E+00,9.02E-01
1.18E+00,9.17E-01
1.20E+00,9.32E-01
1.22E+00,9.47E-01
1.24E+00,9.62E-01
1.26E+00,9.77E-01
1.28E+00,9.92E-01
1.30E+00,1.01E+00
1.32E+00,1.02E+00
1.34E+00,1.04E+00
1.36E+00,1.05E+00
1.38E+00,1.07E+00
1.40E+00,1.08E+00
1.42E+00,1.10E+00
1.44E+00,1.11E+00
1.46E+00,1.13E+00
1.48E+00,1.14E+00
1.50E+00,1.16E+00
1.52E+00,1.17E+00
1.54E+00,1.19E+00
1.56E+00,1.20E+00
1.58E+00,1.22E+00
1.60E+00,1.23E+00
1.62E+00,1.25E+00
1.64E+00,1.26E+00
1.66E+00,1.28E+00
1.68E+00,1.29E+00
1.70E+00,1.31E+00
1.72E+00,1.32E+00
1.74E+00,1.34E+00
1.76E+00,1.36E+00
1.78E+00,1.37E+00
1.80E+00,1.39E+00
1.82E+00,1.40E+00
1.84E+00,1.42E+00
1.86E+00,1.43E+00
1.88E+00,1.45E+00
1.90E+00,1.46E+00
1.92E+00,1.48E+00
1.94E+00,1.49E+00
1.96E+00,1.51E+00
1.98E+00,1.52E+00
2.00E+00,1.54E+00
